MonitoringStation	EventId	Cruise	Program	Project	Agency	Source	Station	SampleDate	SampleTime	TotalDepth	UpperPycnocline	LowerPycnocline	Depth	Layer	SampleType	SampleReplicateType	Parameter	Qualifier	MeasureValue	Unit	Method	Lab	Problem	PrecisionPC	BiasPC	Details	Latitude	Longitude
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	14	B 	D	S1	NO3F	<	-0.0005	MG/L	D01A	ODU	NV				36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	14	B 	D	S1	NO3F	<	-0.0002	MG/L	D01B	ODU	NV				36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	3	BP	D	S1	NO3F	<	-0.0005	MG/L	D01A	ODU	NV				36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	3	BP	D	S1	NO3F	<	-0.0002	MG/L	D01B	ODU	NV				36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	1	S 	D	S1	NO3F		-0.0005	MG/L	D01G	ODU	NV			Sample collected approximately 20 minutes before above pycnocline sample collected.	36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	1	S 	D	S1	NO3F	<	-0.0005	MG/L	D01A	ODU	NV			Sample collected approximately 18 minutes before above pycnocline sample collected.	36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	1	S 	D	S1	NO3F	<	-0.0002	MG/L	D01B	ODU	NV			Sample collected approximately 18 minutes before above pycnocline sample collected.	36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	1	S 	D	S1	PC		0.66588	MG/L	L01 	ODU				Sample collected approximately 18 minutes before above pycnocline sample collected.	36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	1	S 	D	S1	PC		0.78789	MG/L	L01 	ODU				Sample collected approximately 20 minutes before above pycnocline sample collected.	36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	3	BP	D	S1	PC		0.56773	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	14	B 	D	S1	PC		0.24004	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	1	AP	D	S1	PC		0.65644	MG/L	L01 	ODU				Sample collected approximately 18 minutes after surface sample collected.	36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	7	BP	D	S1	PC		0.49209	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	14	B 	D	S1	PC		0.27525	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	1	AP	D	S1	PC		0.72215	MG/L	L01 	ODU				Sample collected approximately 20 minutes before above pycnocline sample collected.	36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			1	S 	D	S1	PC		0.37731	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			10	BP	D	S1	PC		0.35168	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			14	B 	D	S1	PC		0.43094	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			5	AP	D	S1	PC		0.35652	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	4	BP	D	S1	PC		0.28824	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	13	B 	D	S1	PC		0.20737	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	2	AP	D	S1	PC		0.38159	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	1	S 	D	S1	PC		0.38336	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	3	M 	ISM	M1	PH		8.11	SU	F01 						36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	4	BP	ISM	M1	PH		8.09	SU	F01 						36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	13	B 	ISM	M1	PH		8	SU	F01 						36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	2	AP	ISM	M1	PH		8.15	SU	F01 						36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	12	M 	ISM	M1	PH		8	SU	F01 						36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	11	M 	ISM	M1	PH		8.03	SU	F01 						36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	10	M 	ISM	M1	PH		8.05	SU	F01 						36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	9	M 	ISM	M1	PH		8.06	SU	F01 						36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	8	M 	ISM	M1	PH		8.08	SU	F01 						36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	7	M 	ISM	M1	PH		8.07	SU	F01 						36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	6	M 	ISM	M1	PH		8.08	SU	F01 						36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	5	M 	ISM	M1	PH		8.08	SU	F01 						36.9957	-76.02048
CB7.4	420933	BAY677	TWQM	MAIN	VADEQ	ODU	CB7.4	7/25/16	9:23:00	15	4	7	1	S 	ISM	M1	PH		8.03	SU	F01 						36.9957	-76.02048
CB7.4	420933	BAY677	TWQM	MAIN	VADEQ	ODU	CB7.4	7/25/16	9:23:00	15	4	7	13	M 	ISM	M1	PH		8	SU	F01 						36.9957	-76.02048
CB7.4	420933	BAY677	TWQM	MAIN	VADEQ	ODU	CB7.4	7/25/16	9:23:00	15	4	7	12	M 	ISM	M1	PH		8	SU	F01 						36.9957	-76.02048
CB7.4	420933	BAY677	TWQM	MAIN	VADEQ	ODU	CB7.4	7/25/16	9:23:00	15	4	7	11	M 	ISM	M1	PH		8	SU	F01 						36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	1	S 	ISM	M1	PH		8.15	SU	F01 						36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			14	B 	ISM	M1	PH		7.93	SU	F01 						36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			5	AP	ISM	M1	PH		7.95	SU	F01 						36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			4	M 	ISM	M1	PH		7.95	SU	F01 						36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			3	M 	ISM	M1	PH		7.95	SU	F01 						36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			2	M 	ISM	M1	PH		7.95	SU	F01 						36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			10	BP	ISM	M1	PH		7.94	SU	F01 						36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			1	S 	ISM	M1	PH		7.94	SU	F01 						36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			13	M 	ISM	M1	PH		7.93	SU	F01 						36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			12	M 	ISM	M1	PH		7.94	SU	F01 						36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			11	M 	ISM	M1	PH		7.94	SU	F01 						36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			9	M 	ISM	M1	PH		7.94	SU	F01 						36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			8	M 	ISM	M1	PH		7.94	SU	F01 						36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			7	M 	ISM	M1	PH		7.95	SU	F01 						36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			6	M 	ISM	M1	PH		7.95	SU	F01 						36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	12	M 	ISM	M1	PH		7.99	SU	F01 						36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	11	M 	ISM	M1	PH		7.99	SU	F01 						36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	10	M 	ISM	M1	PH		7.99	SU	F01 						36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	9	M 	ISM	M1	PH		7.99	SU	F01 						36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	1	AP	ISM	M1	PH		8.09	SU	F01 						36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	8	M 	ISM	M1	PH		7.99	SU	F01 						36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	6	M 	ISM	M1	PH		8.01	SU	F01 						36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	5	M 	ISM	M1	PH		8.03	SU	F01 						36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	4	M 	ISM	M1	PH		8.05	SU	F01 						36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	3	M 	ISM	M1	PH		8.06	SU	F01 						36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	2	M 	ISM	M1	PH		8.08	SU	F01 						36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	7	BP	ISM	M1	PH		7.99	SU	F01 						36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	14	B 	ISM	M1	PH		7.98	SU	F01 						36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	14	B 	ISM	M1	PH		7.88	SU	F01 						36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	1	AP	ISM	M1	PH		8.08	SU	F01 						36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	1	S 	ISM	M1	PH		8.09	SU	F01 						36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	13	M 	ISM	M1	PH		7.99	SU	F01 						36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	9	M 	ISM	M1	PH		7.92	SU	F01 						36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	8	M 	ISM	M1	PH		7.95	SU	F01 						36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	7	M 	ISM	M1	PH		7.96	SU	F01 						36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	6	M 	ISM	M1	PH		7.96	SU	F01 						36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	5	M 	ISM	M1	PH		7.96	SU	F01 						36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	4	M 	ISM	M1	PH		7.98	SU	F01 						36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	2	M 	ISM	M1	PH		8.03	SU	F01 						36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	3	BP	ISM	M1	PH		7.99	SU	F01 						36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	1	S 	ISM	M1	PH		8.08	SU	F01 						36.9957	-76.02048
CB7.4	420933	BAY677	TWQM	MAIN	VADEQ	ODU	CB7.4	7/25/16	9:23:00	15	4	7	14	B 	ISM	M1	PH		8	SU	F01 						36.9957	-76.02048
CB7.4	420933	BAY677	TWQM	MAIN	VADEQ	ODU	CB7.4	7/25/16	9:23:00	15	4	7	3	AP	ISM	M1	PH		8.04	SU	F01 						36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	13	M 	ISM	M1	PH		7.88	SU	F01 						36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	12	M 	ISM	M1	PH		7.87	SU	F01 						36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	11	M 	ISM	M1	PH		7.88	SU	F01 						36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	10	M 	ISM	M1	PH		7.88	SU	F01 						36.9957	-76.02048
CB7.4	420933	BAY677	TWQM	MAIN	VADEQ	ODU	CB7.4	7/25/16	9:23:00	15	4	7	10	M 	ISM	M1	PH		8.01	SU	F01 						36.9957	-76.02048
CB7.4	420933	BAY677	TWQM	MAIN	VADEQ	ODU	CB7.4	7/25/16	9:23:00	15	4	7	9	M 	ISM	M1	PH		8.01	SU	F01 						36.9957	-76.02048
CB7.4	420933	BAY677	TWQM	MAIN	VADEQ	ODU	CB7.4	7/25/16	9:23:00	15	4	7	7	M 	ISM	M1	PH		8.03	SU	F01 						36.9957	-76.02048
CB7.4	420933	BAY677	TWQM	MAIN	VADEQ	ODU	CB7.4	7/25/16	9:23:00	15	4	7	6	M 	ISM	M1	PH		8.03	SU	F01 						36.9957	-76.02048
CB7.4	420933	BAY677	TWQM	MAIN	VADEQ	ODU	CB7.4	7/25/16	9:23:00	15	4	7	5	M 	ISM	M1	PH		8.04	SU	F01 						36.9957	-76.02048
CB7.4	420933	BAY677	TWQM	MAIN	VADEQ	ODU	CB7.4	7/25/16	9:23:00	15	4	7	4	M 	ISM	M1	PH		8.04	SU	F01 						36.9957	-76.02048
CB7.4	420933	BAY677	TWQM	MAIN	VADEQ	ODU	CB7.4	7/25/16	9:23:00	15	4	7	2	M 	ISM	M1	PH		8.04	SU	F01 						36.9957	-76.02048
CB7.4	420933	BAY677	TWQM	MAIN	VADEQ	ODU	CB7.4	7/25/16	9:23:00	15	4	7	8	BP	ISM	M1	PH		8.01	SU	F01 						36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	1	S 	D	S1	PHEO	<	1.368	UG/L	L01 	ODU				Sample collected approximately 18 minutes before above pycnocline sample collected.	36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	1	S 	D	S1	PHEO	<	1.368	UG/L	L01 	ODU				Sample collected approximately 20 minutes before above pycnocline sample collected.	36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	1	AP	D	S1	PHEO	<	1.368	UG/L	L01 	ODU				Sample collected approximately 18 minutes after surface sample collected.	36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	14	B 	D	S1	PHEO	<	1.368	UG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	3	BP	D	S1	PHEO	<	1.368	UG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	1	AP	D	S1	PHEO	<	1.368	UG/L	L01 	ODU				Sample collected approximately 20 minutes after surface sample collected.	36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	14	B 	D	S1	PHEO	<	1.368	UG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	7	BP	D	S1	PHEO	<	1.368	UG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			5	AP	D	S1	PHEO	<	1.368	UG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			14	B 	D	S1	PHEO	<	1.368	UG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			10	BP	D	S1	PHEO	<	1.368	UG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			1	S 	D	S1	PHEO	<	1.368	UG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	2	AP	D	S1	PHEO	<	1.368	UG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	13	B 	D	S1	PHEO	<	1.368	UG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	4	BP	D	S1	PHEO	<	1.368	UG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	1	S 	D	S1	PHEO	<	1.368	UG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	1	S 	D	S1	PN		0.07537	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	4	BP	D	S1	PN		0.0535	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	13	B 	D	S1	PN		0.03115	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420934	BAY678	TWQM	MAIN	VADEQ	ODU	CB7.4	8/8/16	9:18:00	14	3	3	2	AP	D	S1	PN		0.07122	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			1	S 	D	S1	PN		0.05063	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			10	BP	D	S1	PN		0.04608	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			14	B 	D	S1	PN		0.05746	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			5	AP	D	S1	PN		0.05117	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	7	BP	D	S1	PN		0.08158	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	14	B 	D	S1	PN		0.03882	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	1	AP	D	S1	PN		0.09932	MG/L	L01 	ODU				Sample collected approximately 20 minutes before above pycnocline sample collected.	36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	3	BP	D	S1	PN		0.09978	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	14	B 	D	S1	PN		0.04879	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	1	AP	D	S1	PN		0.10719	MG/L	L01 	ODU				Sample collected approximately 18 minutes after surface sample collected.	36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	1	S 	D	S1	PN		0.12354	MG/L	L01 	ODU				Sample collected approximately 20 minutes before above pycnocline sample collected.	36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	1	S 	D	S1	PN		0.10921	MG/L	L01 	ODU				Sample collected approximately 18 minutes before above pycnocline sample collected.	36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	1	S 	D	S1	PO4F	<	0.0008	MG/L	L01 	ODU				Sample collected approximately 18 minutes before above pycnocline sample collected.	36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	1	S 	D	S1	PO4F	<	0.0008	MG/L	L01 	ODU				Sample collected approximately 20 minutes before above pycnocline sample collected.	36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	1	AP	D	S1	PO4F	G	0.0011	MG/L	L01 	ODU				Sample collected approximately 18 minutes after surface sample collected.	36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	14	B 	D	S1	PO4F		0.0115	MG/L	L01 	ODU	QQ				36.9957	-76.02048
CB7.4	420932	BAY676	TWQM	MAIN	VADEQ	ODU	CB7.4	7/11/16	9:25:00	15	2	2	3	BP	D	S1	PO4F		0.0033	MG/L	L01 	ODU	QQ				36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	1	AP	D	S1	PO4F	<	0.0008	MG/L	L01 	ODU				Sample collected approximately 20 minutes after surface sample collected.	36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	14	B 	D	S1	PO4F		0.0088	MG/L	L01 	ODU	QQ				36.9957	-76.02048
CB7.4	420840	BAY675	TWQM	MAIN	VADEQ	ODU	CB7.4	6/27/16	11:46:00	15	2	6	7	BP	D	S1	PO4F		0.0041	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			5	AP	D	S1	PO4F		0.0054	MG/L	L01 	ODU					36.9957	-76.02048
CB7.4	420935	BAY679	TWQM	MAIN	VADEQ	ODU	CB7.4	8/29/16	9:55:00	15			14	B 	D	S1	PO4F		0.0073	MG/L	L01 	ODU					36.9957	-76.02048
